web-scraper-order,web-scraper-start-url,pagination,course_link,course_link-href,course_institution,course_category,course_name,course_description,estimated_weeks,estimated_hours_per_week,study_mode,course_language,video_transcript_language,course_level,verified_price,audit_price
"1632951061-790","https://www.edx.org/search?tab=course","","Academic writing for
clarity and meaning…Schools and Partners: WitsX…Course","https://www.edx.org/course/academic-writing-for-clarity-and-meaning-2?index=product&queryID=564ff1b0803659747437d39c3c316bf6&position=6","Wits University Logo","Education & Teacher Training Courses","Academic writing for clarity and meaning","null","Estimated 2 weeks","2–3 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Introductory","MX$1,001","Free"
"1632950503-550","https://www.edx.org/search?tab=course","","Fundamentals of
Sociology…Schools and Partners: DoaneX…Course","https://www.edx.org/course/fundamentals-of-sociology?index=product&queryID=d27404c1b23a616b842bdc2423a089c9&position=6","Doane University Logo","Social Sciences Courses","Fundamentals of Sociology","This course is an introduction to the study of human social behavior, social groups, and society. The course emphasizes the basic concepts and theories found in the discipline of sociology.","Estimated 8 weeks","8–12 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Introductory","MX$2,022","Free"
"1632949826-260","https://www.edx.org/search?tab=course","","Creating Virtual Reality
(VR) Apps…Schools and Partners: UCSanDiegoX…Course","https://www.edx.org/course/creating-virtual-reality-vr-apps-2?index=product&queryID=192a412946850a3d631c8306167183f8&position=8","The University of California, San Diego Logo","Computer Science Courses","Creating Virtual Reality (VR) Apps","null","Estimated 6 weeks","5–7 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Intermediate","MX$2,022","Free"
"1632950904-722","https://www.edx.org/search?tab=course","","Object-Oriented
Programming…Schools and Partners: IITBombayX…Course","https://www.edx.org/course/object-oriented-programming?index=product&queryID=7e7d80c45cf53f1d222b98eab436b914&position=2","IITBombay Logo","Computer Science Courses","Object-Oriented Programming","Learn the principles of programming for building large and extensible systems.","Estimated 4 weeks","6–8 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Introductory","MX$3,044","Free"
"1632951382-930","https://www.edx.org/search?tab=course","","¡Conceptos básicos de
Python para Data
Science!…Schools and Partners: IBM…Course","https://www.edx.org/course/conceptos-basicos-de-python-para-data-science?index=product&queryID=d184b84006430da4466eda0004fec3a8&position=10","IBM Logo","Data Analysis & Statistics Courses","¡Conceptos básicos de Python para Data Science!","Este curso de Python proporciona una introducción para principiantes a Python a la ciencia de datos. Practica a través de ejercicios de laboratorio, ¡y estarás listo para crear tus primeros scripts de Python por tu cuenta!","Estimated 5 weeks","2–5 hours per week","Self-paced","Video Transcript:  Español","Associated programs:Professional Certificate in Ciencia de datos con PythonProfessional Certificate in IBM: Ciencia de datosProfessional Certificate in Inteligencia artificial aplicada","Level:  Introductory","MX$1,001","Free"
"1632950081-369","https://www.edx.org/search?tab=course","","Shakespeare’s Othello:
The Moor…Schools and Partners: HarvardX…Course","https://www.edx.org/course/shakespeares-othello-the-moor?index=product&queryID=af4fb7bc58dc1b00df936957108ac95c&position=19","Harvard University Logo","Humanities Courses","Shakespeare’s Othello: The Moor","Explore acts of storytelling in Shakespeare's Othello alongside world-class artists who interpret Othello's story in new forms and contexts today.","Estimated 4 weeks","5–7 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Introductory","MX$2,022","Free"
"1632950628-604","https://www.edx.org/search?tab=course","","Solar Energy:
Photovoltaic (PV)
Systems…Schools and Partners: DelftX…Course","https://www.edx.org/course/solar-energy-photovoltaic-pv-systems?index=product&queryID=919b4c5d51f3bd270f0b33c77fabab45&position=24","Delft University of Technology Logo","Engineering Courses","Solar Energy: Photovoltaic (PV) Systems","Explore the wide range of solar energy applications and learn to design a real PV installation with excellent performance and reliability.","Estimated 11 weeks","10–11 hours per week","Instructor-paced","Language:  English","Video Transcript:  English","Level:  Advanced","MX$5,107","Free"
"1632950999-763","https://www.edx.org/search?tab=course","","Introducción a la
Inteligencia Artificial:
Principales Algoritmos…Schools and Partners: GalileoX…Course","https://www.edx.org/course/introduccion-a-la-inteligencia-artificial-principales-algoritmos?index=product&queryID=6d363b52ef39ab6615cf8db627798bd3&position=9","Universidad Galileo Logo","Computer Science Courses","Introducción a la Inteligencia Artificial: Principales Algoritmos","Aprende cómo funcionan los algoritmos de inteligencia artificial que hacen posible los chatbos, automóviles autónomos, el reconocimiento de voz y más.","Estimated 4 weeks","4–5 hours per week","Self-paced","Language:  Español","Video Transcript:  Español","Level:  Introductory","MX$592","Free"
"1632949810-253","https://www.edx.org/search?tab=course","","Introduction to
WebAssembly…Schools and Partners: LinuxFoundationX…Course","https://www.edx.org/course/introduction-to-webassembly-runtime?index=product&queryID=192a412946850a3d631c8306167183f8&position=15","The Linux Foundation Logo","Computer Science Courses","Introduction to WebAssembly","Get a solid foundation on the WebAssembly runtime and its capabilities, and learn how and why WebAssembly has succeeded in bringing new programming languages to the web, when others have failed.","Estimated 7 weeks","1–2 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Introductory","MX$3,044","Free"
"1632951309-898","https://www.edx.org/search?tab=course","","European Paintings: From
Leonardo to Rembrandt to
Goya…Schools and Partners: UC3Mx…Course","https://www.edx.org/course/european-paintings-from-leonardo-to-rembrandt-to-g?index=product&queryID=cbfdc94dedf4e82896a822d2fa1e50ca&position=18","Universidad Carlos III de Madrid Logo","Humanities Courses","European Paintings: From Leonardo to Rembrandt to Goya","Uncover the meaning behind the art of the great painters from 1400 to 1800.","Estimated 7 weeks","2–3 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Introductory","MX$2,022","Free"
"1632951152-829","https://www.edx.org/search?tab=course","","Penetration Testing -
Discovering
Vulnerabilities…Schools and Partners: NYUx…Course","https://www.edx.org/course/penetration-testing-discovering-vulnerabilities?index=product&queryID=fcbf47ce71df4d6e0c7e496bc97f020d&position=15","New York University Logo","Computer Science Courses","Penetration Testing - Discovering Vulnerabilities","Learn fundamentals of penetration testing, including an Introduction to Penetration Testing Methodologies, Recognisance and Enumeration for Penetration Testers, Scanning and Vulnerability Enumeration.","Estimated 5 weeks","8–10 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Intermediate","MX$3,391","Free"
"1632950812-682","https://www.edx.org/search?tab=course","","Computer Vision and
Image Processing
Fundamentals…Schools and Partners: IBM…Course","https://www.edx.org/course/computer-vision-and-image-processing-fundamentals?index=product&queryID=7919520f96975d718a9c378389efa4ac&position=18","IBM Logo","Computer Science Courses","Computer Vision and Image Processing Fundamentals","Learn about computer vision, one of the most exciting fields in machine learning. artificial intelligence and computer science.","Estimated 3 weeks","3–4 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Introductory","MX$2,022","Free"
"1632949602-165","https://www.edx.org/search?tab=course","","Unlocking Information
Security II: An Internet
Perspective…Schools and Partners: IsraelX, TelAvivUniversity…Course","https://www.edx.org/course/unlocking-information-security-part-2?index=product&queryID=7122e2c10a9a57915540b91026799276&position=7","IsraelX Logo","Computer Science Courses","Unlocking Information Security II: An Internet Perspective","Continue learning how systems are hacked and defended.","Estimated 7 weeks","4–6 hours per week","Self-paced","Language:  English","Video Transcripts:  اللغة العربية, English, עברית","Level:  Intermediate","MX$3,044","Free"
"1632950610-596","https://www.edx.org/search?tab=course","","WebAssembly Actors:
From Cloud to Edge…Schools and Partners: LinuxFoundationX…Course","https://www.edx.org/course/webassembly-actors-from-cloud-to-edge?index=product&queryID=9929f8e8319431aaf203c0cbe18a049a&position=8","The Linux Foundation Logo","Computer Science Courses","WebAssembly Actors: From Cloud to Edge","Embrace the actor model to build portable, secure, lightweight WebAssembly modules that thrive in the cloud, at the edge, and anywhere in between.","Estimated 7 weeks","1–2 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Introductory","MX$3,044","Free"
"1632950123-387","https://www.edx.org/search?tab=course","","Estructuras de Datos con
Python…Schools and Partners: MichiganX…Course","https://www.edx.org/course/estructuras-de-datos-con-python?index=product&queryID=af4fb7bc58dc1b00df936957108ac95c&position=1","The University of Michigan Logo","Computer Science Courses","Estructuras de Datos con Python","El segundo curso en Python for Everybody explora variables que contienen colecciones de datos como cadenas, listas, diccionarios y tuplas. Aprender a almacenar y representar y manipular colecciones de datos mientras se ejecuta un programa es una parte importante de aprender a programar.","Estimated 7 weeks","2–4 hours per week","Self-paced","Language:  Español","Video Transcript:  Español","Level:  Introductory","MX$1,001","Free"
